dest_port,packet_size,time_delta,is_syn,is_ack,is_rst,is_fin,ttl,tcp_window,payload_len
63936,4.912654885736052,0.05160584805755195,0,1,0,0,87,6.343880434126331,4.406719247264253
443,4.007333185232471,0.04400395369195086,0,1,0,0,128,6.93537044601511,0.0
15600,4.356708826689592,0.6448090929051848,0,0,0,0,64,0.0,0.0
8001,5.493061443340548,0.4225819821960527,0,0,0,0,1,0.0,0.0
443,4.820281565605037,0.1447338371512962,0,1,0,0,128,6.93537044601511,4.248495242049359
63936,4.110873864173311,0.0021425167086357,0,1,0,0,87,6.343880434126331,1.9459101490553132
443,4.820281565605037,0.4656742155984518,0,1,0,0,128,6.93537044601511,4.248495242049359
63936,4.110873864173311,0.001982629542951774,0,1,0,0,87,6.343880434126331,1.9459101490553132
443,4.820281565605037,0.16197986287126445,0,1,0,0,128,6.93537044601511,4.248495242049359
63936,4.110873864173311,0.0019909576305813877,0,1,0,0,87,6.343880434126331,1.9459101490553132
8009,5.10594547390058,0.5536865538686405,0,1,0,0,128,6.930494765951626,4.709530201312334
8009,5.10594547390058,0.00023147764728973142,0,1,0,0,128,6.934397209928558,4.709530201312334
55225,5.10594547390058,0.01040816910519304,0,1,0,0,64,6.910750787961936,4.709530201312334
56475,5.10594547390058,0.0006818830197323672,0,1,0,0,64,6.910750787961936,4.709530201312334
8009,4.007333185232471,0.03946708840190851,0,1,0,0,128,6.933423025730715,0.0
8009,4.007333185232471,0.00013159839621526692,0,1,0,0,128,6.92951677076365,0.0
8001,5.493061443340548,0.24669948267319208,0,0,0,0,1,0.0,0.0
443,6.682108597449809,0.2097572725432528,0,1,0,0,128,6.93537044601511,6.612041034833092
63936,4.110873864173311,0.0021782023184173443,0,1,0,0,87,6.363028103540465,1.9459101490553132
63936,4.770684624465665,0.04989713044197962,0,1,0,0,87,6.363028103540465,4.1588830833596715
443,4.007333185232471,0.04756321366782932,0,1,0,0,128,6.934397209928558,0.0
15600,4.356708826689592,0.12901482892327015,0,0,0,0,64,0.0,0.0
443,5.159055299214529,0.16622909126434562,0,1,0,0,128,6.934397209928558,4.787491742782046
63936,4.110873864173311,0.0019659731596185274,0,1,0,0,87,6.363028103540465,1.9459101490553132
443,7.071573364211532,0.011858680681259495,0,1,0,0,128,6.934397209928558,7.024649030453636
63936,4.110873864173311,0.0021487023055684253,0,1,0,0,87,6.380122536899765,1.9459101490553132
63936,5.147494476813453,0.03769432096909174,0,1,0,0,87,6.380122536899765,4.770684624465665
63936,4.955827057601261,0.01584897572215431,0,1,0,0,87,6.380122536899765,4.477336814478207
443,4.007333185232471,0.00020239689002476285,0,1,0,0,128,6.934397209928558,0.0
63936,4.90527477843843,0.658004539832628,0,1,0,0,87,6.380122536899765,4.394449154672439
443,4.890349128221754,0.004864286930216889,0,1,0,0,128,6.933423025730715,4.3694478524670215
63936,4.110873864173311,0.042292241912027594,0,1,0,0,87,6.380122536899765,1.9459101490553132
443,4.276666119016055,0.031238329987800285,0,0,0,0,128,0.0,0.0
443,4.276666119016055,0.00023362291556089273,0,0,0,0,128,0.0,0.0
62329,4.219507705176107,0.01518487474407308,0,0,0,0,58,0.0,0.0
8001,5.493061443340548,0.22406075598062436,0,0,0,0,1,0.0,0.0
443,4.276666119016055,0.17384055081746183,0,0,0,0,128,0.0,0.0
443,4.276666119016055,0.0001428025321148778,0,0,0,0,128,0.0,0.0
443,4.276666119016055,0.0062600717545653085,0,0,0,0,128,0.0,0.0
443,4.276666119016055,0.0014463926633534897,0,0,0,0,128,0.0,0.0
62329,4.219507705176107,0.007480231075981279,0,0,0,0,58,0.0,0.0
62329,4.219507705176107,0.007488750144733529,0,0,0,0,58,0.0,0.0
443,7.161622002939187,0.025926603286487854,0,0,0,0,128,0.0,0.0
443,7.164720378771857,0.00020621080801265875,0,0,0,0,128,0.0,0.0
443,6.285998094508865,0.00016306501228366857,0,0,0,0,128,0.0,0.0
443,4.6913478822291435,0.00013207517051293667,0,0,0,0,128,0.0,0.0
443,5.043425116919247,0.006097287098756625,0,0,0,0,128,0.0,0.0
443,7.164720378771857,0.006736899600681014,0,0,0,0,128,0.0,0.0
443,7.164720378771857,0.00019214691335528862,0,0,0,0,128,0.0,0.0
443,4.770684624465665,0.0001473318280179586,0,0,0,0,128,0.0,0.0
443,5.817111159963204,0.000136604515003563,0,0,0,0,128,0.0,0.0
62329,4.248495242049359,0.0012380562290220548,0,0,0,0,58,0.0,0.0
62329,4.248495242049359,0.00014923889383985925,0,0,0,0,58,0.0,0.0
62329,4.248495242049359,0.00012969129675144736,0,0,0,0,58,0.0,0.0
443,7.161622002939187,0.0001778444447489634,0,0,0,0,128,0.0,0.0
62329,4.276666119016055,0.0009372609053478814,0,0,0,0,58,0.0,0.0
443,5.135798437050262,0.002695976159383707,0,0,0,0,128,0.0,0.0
443,4.276666119016055,0.00528960662320131,0,0,0,0,128,0.0,0.0
62329,4.276666119016055,0.00644509753136336,0,0,0,0,58,0.0,0.0
60176,4.418840607796598,0.001038250580430361,0,0,0,0,58,0.0,0.0
60176,7.164720378771857,0.0003813969854847829,0,0,0,0,58,0.0,0.0
443,5.241747015059643,0.003274557173535806,0,0,0,0,128,0.0,0.0
62329,4.248495242049359,0.004414574981527907,0,0,0,0,58,0.0,0.0
60176,7.164720378771857,0.013581139747924667,0,0,0,0,58,0.0,0.0
60176,5.755742213586912,0.00016687908028278453,0,0,0,0,58,0.0,0.0
60176,6.927557906278317,0.0001659255646467967,0,0,0,0,58,0.0,0.0
443,4.795790545596741,0.0001277841936505925,0,0,0,0,128,0.0,0.0
443,4.30406509320417,0.00012277803070641472,0,0,0,0,128,0.0,0.0
60176,4.48863636973214,0.0001273074173070904,0,0,0,0,58,0.0,0.0
60176,4.204692619390966,0.00011443437010645472,0,0,0,0,58,0.0,0.0
443,4.31748811353631,0.011764433061118853,0,0,0,0,128,0.0,0.0
60176,5.093750200806762,0.005156313388323429,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00016115797282892873,0,0,0,0,128,0.0,0.0
60176,4.174387269895637,0.00013112162169028334,0,0,0,0,58,0.0,0.0
62329,4.2626798770413155,0.0038167027051339867,0,0,0,0,58,0.0,0.0
62329,7.161622002939187,0.02344470739880471,0,0,0,0,58,0.0,0.0
62329,6.668228248417403,0.0001633033919597988,0,0,0,0,58,0.0,0.0
443,4.356708826689592,0.00013874998681248144,0,0,0,0,128,0.0,0.0
443,4.31748811353631,0.00012134769383347414,0,0,0,0,128,0.0,0.0
62329,5.365976015021851,0.00045336935003442865,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00015591359557606932,0,0,0,0,128,0.0,0.0
62329,5.786897381366708,0.0005972985409337874,0,0,0,0,58,0.0,0.0
62329,5.713732805509369,0.000424771679694031,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.0001561519769569578,0,0,0,0,128,0.0,0.0
62329,7.060476365999801,0.0022738334734077013,0,0,0,0,58,0.0,0.0
62329,5.389071729816501,0.0002693767092209774,0,0,0,0,58,0.0,0.0
443,4.356708826689592,0.00024244230343584093,0,0,0,0,128,0.0,0.0
60176,6.602587892189336,0.00025197668931777593,0,0,0,0,58,0.0,0.0
60176,4.77912349311153,0.00019715272904045043,0,0,0,0,58,0.0,0.0
443,4.356708826689592,0.00011586471686780423,0,0,0,0,128,0.0,0.0
62329,7.160845906664299,0.002433436250739675,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.0001675942164131186,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00014018029879451507,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.0001504308081316865,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.0009105826844692097,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.0001511459560248668,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00013302871842633553,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.00014637829374316902,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.0001203941347815883,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.0013052048257963886,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.00016354177157910417,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00013684290098742071,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.00014375606979928312,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.00014876212772534336,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.0001206325246298043,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.0017284705437125576,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.00015686712075866946,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00013874998681248144,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.00015090757345063296,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.00014256414755170856,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.00014613991003240476,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00012134769383347414,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.0003146630128152254,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.00014590152626481367,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00014161060873075923,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.0007755132682318369,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.0020202243598206656,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00014399445407831669,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.0001556752141383551,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00011610310779578979,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.00014089545401836046,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.00013588935671102247,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00011205045429110312,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.00013803483005429175,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.00014566314244039575,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.0001115736704460655,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.00013350549204206507,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.0001494772768118775,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.0001192021846880618,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.0001442328383005232,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.001720616287294608,0,0,0,0,58,0.0,0.0
62329,7.164720378771857,0.00019858295749084105,0,0,0,0,58,0.0,0.0
443,4.31748811353631,0.00018285033202997968,0,0,0,0,128,0.0,0.0
62329,7.164720378771857,0.00022075123690074258,0,0,0,0,58,0.0,0.0
62329,6.678342114654332,0.00020907123695781794,0,0,0,0,58,0.0,0.0
443,4.31748811353631,0.00017140826713761407,0,0,0,0,128,0.0,0.0
60176,4.189654742026425,0.00016973962173560782,0,0,0,0,58,0.0,0.0
443,4.343805421853684,0.0026341523130980447,0,0,0,0,128,0.0,0.0
62329,7.161622002939187,0.00021812920797237263,0,0,0,0,58,0.0,0.0
62329,5.683579767338681,0.00016664070145902432,0,0,0,0,58,0.0,0.0
443,4.3694478524670215,0.00013684290098742071,0,0,0,0,128,0.0,0.0
62329,5.111987788356544,0.0001428025321148778,0,0,0,0,58,0.0,0.0
62329,4.219507705176107,0.00013612774286536392,0,0,0,0,58,0.0,0.0
443,4.31748811353631,0.00012015574487654257,0,0,0,0,128,0.0,0.0
62329,4.219507705176107,0.0007981452187579297,0,0,0,0,58,0.0,0.0
62329,4.605170185988092,0.00022456508488744067,0,0,0,0,58,0.0,0.0
443,4.31748811353631,0.0001504308081316865,0,0,0,0,128,0.0,0.0
62329,6.171700597410915,0.0002753355505505174,0,0,0,0,58,0.0,0.0
62329,4.6913478822291435,0.00021121655329722736,0,0,0,0,58,0.0,0.0
443,4.3694478524670215,0.0002548369873560663,0,0,0,0,128,0.0,0.0
62329,4.189654742026425,0.01195880904590652,0,0,0,0,58,0.0,0.0
53,4.48863636973214,0.007691056700428018,0,0,0,0,128,0.0,0.0
53,4.48863636973214,0.00021121655329722736,0,0,0,0,128,0.0,0.0
56470,4.653960350157523,0.0037418841490045847,0,0,0,0,64,0.0,0.0
65010,5.003946305945459,0.0003006006433462569,0,0,0,0,64,0.0,0.0
443,7.164720378771857,0.00019524575459128538,0,0,0,0,128,0.0,0.0
443,7.164720378771857,0.00016044283209578787,0,0,0,0,128,0.0,0.0
443,4.820281565605037,0.00047100417242243567,0,0,0,0,128,0.0,0.0
62329,4.219507705176107,0.015042090603391024,0,0,0,0,58,0.0,0.0
59409,4.418840607796598,0.0020908892726627737,0,0,0,0,58,0.0,0.0
59409,7.164720378771857,0.00043644916054220144,0,0,0,0,58,0.0,0.0
443,7.164720378771857,0.020386329984212852,0,0,0,0,128,0.0,0.0
59409,7.164720378771857,0.0009241600822467983,0,0,0,0,58,0.0,0.0
59409,5.771441123130016,0.00022313489359697167,0,0,0,0,58,0.0,0.0
443,4.795790545596741,0.00015925092973738245,0,0,0,0,128,0.0,0.0
59409,6.920671504248683,0.0001575822640489508,0,0,0,0,58,0.0,0.0
443,7.161622002939187,0.00016568718559573838,0,0,0,0,128,0.0,0.0
443,7.164720378771857,0.0001573438830090159,0,0,0,0,128,0.0,0.0
443,6.854354502255021,0.0001423257629317121,0,0,0,0,128,0.0,0.0
443,5.365976015021851,0.00013898837228488935,0,0,0,0,128,0.0,0.0
59409,4.219507705176107,0.004378731713453573,0,0,0,0,58,0.0,0.0
59409,7.164720378771857,0.012388422616997274,0,0,0,0,58,0.0,0.0
59409,5.093750200806762,0.0001556752141383551,0,0,0,0,58,0.0,0.0
59409,4.219507705176107,0.00012563869831471973,0,0,0,0,58,0.0,0.0
59409,4.219507705176107,0.000118963794498867,0,0,0,0,58,0.0,0.0
59409,4.219507705176107,0.00012396997653772138,0,0,0,0,58,0.0,0.0
443,4.330733340286331,0.00011467276137542217,0,0,0,0,128,0.0,0.0
59409,4.276666119016055,0.00021121655329722736,0,0,0,0,58,0.0,0.0
443,4.343805421853684,0.026915550679231133,0,0,0,0,128,0.0,0.0
59409,6.7912214627261855,0.03356127842421247,0,0,0,0,58,0.0,0.0
59409,4.897839799950911,0.0004843492367029487,0,0,0,0,58,0.0,0.0
443,4.382026634673881,0.00013803483005429175,0,0,0,0,128,0.0,0.0
59409,4.204692619390966,0.04206481320965948,0,0,0,0,58,0.0,0.0
5228,4.02535169073515,0.2737627331935117,0,1,0,0,128,6.930494765951626,0.6931471805599453
5353,4.634728988229636,0.022036571254211004,0,0,0,0,255,0.0,0.0
61578,4.204692619390966,0.019968319155875037,0,1,0,0,121,6.953684210870537,0.0
443,4.276666119016055,0.06411994933764849,0,0,0,0,128,0.0,0.0
53,4.330733340286331,0.00036638222991220923,0,0,0,0,128,0.0,0.0
53,4.330733340286331,0.0001585357876404356,0,0,0,0,128,0.0,0.0
443,4.276666119016055,0.00014804697812737064,0,0,0,0,128,0.0,0.0
57077,4.5217885770490405,0.002007851538150938,0,0,0,0,64,0.0,0.0
64214,4.836281906951478,0.0015744682633651585,0,0,0,0,64,0.0,0.0
443,7.164720378771857,0.00021789084136524596,0,0,0,0,128,0.0,0.0
443,7.164720378771857,0.00016044283209578787,0,0,0,0,128,0.0,0.0
443,4.812184355372417,0.00016234987291432852,0,0,0,0,128,0.0,0.0
62329,4.204692619390966,0.010505611685813926,0,0,0,0,58,0.0,0.0
49255,4.418840607796598,0.00781644255782464,0,0,0,0,58,0.0,0.0
49255,7.164720378771857,0.00036900387014618977,0,0,0,0,58,0.0,0.0
49255,7.164720378771857,0.020825181806366114,0,0,0,0,58,0.0,0.0
49255,5.786897381366708,0.00017498392648026152,0,0,0,0,58,0.0,0.0
49255,6.511745329644728,0.00015496006948425802,0,0,0,0,58,0.0,0.0
443,4.795790545596741,0.00012849935773962903,0,0,0,0,128,0.0,0.0
443,4.30406509320417,0.0001299296843833249,0,0,0,0,128,0.0,0.0
443,7.161622002939187,0.0001537681605909131,0,0,0,0,128,0.0,0.0
443,7.164720378771857,0.00014995404258543474,0,0,0,0,128,0.0,0.0
443,6.703188113240863,0.00016258825276093346,0,0,0,0,128,0.0,0.0
443,6.248042874508429,0.0001351741979070302,0,0,0,0,128,0.0,0.0
443,6.70808408385307,0.00013445903859158543,0,0,0,0,128,0.0,0.0
443,6.248042874508429,0.0001306448469379857,0,0,0,0,128,0.0,0.0
443,5.043425116919247,0.00012015574487654257,0,0,0,0,128,0.0,0.0
49255,4.219507705176107,0.0024771976890709765,0,0,0,0,58,0.0,0.0
49255,5.093750200806762,0.013916952486096477,0,0,0,0,58,0.0,0.0
49255,4.219507705176107,0.0004829194169055206,0,0,0,0,58,0.0,0.0
49255,4.219507705176107,0.00015496006948425802,0,0,0,0,58,0.0,0.0
49255,4.219507705176107,0.0003909300466175162,0,0,0,0,58,0.0,0.0
49255,4.276666119016055,0.0006683023320418726,0,0,0,0,58,0.0,0.0
49255,4.219507705176107,0.00012849935773962903,0,0,0,0,58,0.0,0.0
443,4.30406509320417,0.00011705667093943008,0,0,0,0,128,0.0,0.0
49255,6.78897174299217,0.05228240904859812,0,0,0,0,58,0.0,0.0
49255,5.739792912179234,0.0008760428591539199,0,0,0,0,58,0.0,0.0
443,4.356708826689592,0.0002340996412183868,0,0,0,0,128,0.0,0.0
49255,4.204692619390966,0.04305026873924871,0,0,0,0,58,0.0,0.0
53,4.48863636973214,0.186371467458474,0,0,0,0,128,0.0,0.0
53,4.48863636973214,0.00021026307993679625,0,0,0,0,128,0.0,0.0
443,4.276666119016055,0.0019133847572527793,0,0,0,0,128,0.0,0.0
443,4.276666119016055,0.0001647336688232591,0,0,0,0,128,0.0,0.0
51906,5.003946305945459,0.0014790082669230043,0,0,0,0,64,0.0,0.0
49716,4.795790545596741,0.0016175532072429724,0,0,0,0,64,0.0,0.0
443,7.164720378771857,0.00019262365878586245,0,0,0,0,128,0.0,0.0
443,7.164720378771857,0.00015090757345063296,0,0,0,0,128,0.0,0.0
443,4.8283137373023015,0.00012826096976677903,0,0,0,0,128,0.0,0.0
62329,4.204692619390966,0.011165517525777196,0,0,0,0,58,0.0,0.0
59353,4.418840607796598,0.008107135318085887,0,0,0,0,58,0.0,0.0
59353,7.164720378771857,0.0003890234416612961,0,0,0,0,58,0.0,0.0
59353,7.164720378771857,0.020912508792748634,0,0,0,0,58,0.0,0.0
443,7.164720378771857,0.0001802282037223272,0,0,0,0,128,0.0,0.0
59353,5.771441123130016,0.00014161060873075923,0,0,0,0,58,0.0,0.0
59353,6.920671504248683,0.0001473318280179586,0,0,0,0,58,0.0,0.0
443,4.795790545596741,0.00012206286252567737,0,0,0,0,128,0.0,0.0
443,4.30406509320417,0.00012158608345437148,0,0,0,0,128,0.0,0.0
443,7.05444965813294,0.00015496006948425802,0,0,0,0,128,0.0,0.0
59353,4.219507705176107,0.00279322209049681,0,0,0,0,58,0.0,0.0
59353,5.093750200806762,0.015568036660964176,0,0,0,0,58,0.0,0.0
59353,4.276666119016055,0.0006663962558521946,0,0,0,0,58,0.0,0.0
443,4.31748811353631,0.00015066919081957287,0,0,0,0,128,0.0,0.0
59353,6.376726947898627,0.021480648451806746,0,0,0,0,58,0.0,0.0
59353,4.1588830833596715,0.00037305548244360125,0,0,0,0,58,0.0,0.0
443,4.356708826689592,0.00013565097049985305,0,0,0,0,128,0.0,0.0
15600,4.356708826689592,0.03588091341673101,0,0,0,0,64,0.0,0.0
59353,4.204692619390966,0.00745916973340037,0,0,0,0,58,0.0,0.0
53,4.48863636973214,0.12654924506519638,0,0,0,0,128,0.0,0.0
53,4.48863636973214,0.00017331528704475708,0,0,0,0,128,0.0,0.0
63501,4.795790545596741,0.001959786432290186,0,0,0,0,64,0.0,0.0
52108,5.003946305945459,0.0016023189640917792,0,0,0,0,64,0.0,0.0
443,7.164720378771857,0.00029035167321869737,0,0,0,0,128,0.0,0.0
443,7.164720378771857,0.00016950124359373922,0,0,0,0,128,0.0,0.0
443,4.804021044733257,0.00012563869831471973,0,0,0,0,128,0.0,0.0
443,5.857933154483459,0.008963584416387208,0,0,0,0,128,0.0,0.0
443,4.276666119016055,0.006313853582551527,0,0,0,0,128,0.0,0.0
443,4.276666119016055,0.0002243267198144074,0,0,0,0,128,0.0,0.0
56202,4.418840607796598,0.0005901502289480631,0,0,0,0,58,0.0,0.0
56202,7.164720378771857,0.00039021507018492684,0,0,0,0,58,0.0,0.0
62329,4.2626798770413155,0.013102858764850352,0,0,0,0,58,0.0,0.0
443,7.164720378771857,0.007409236013894676,0,0,0,0,128,0.0,0.0
56202,7.164720378771857,0.0006887924216295498,0,0,0,0,58,0.0,0.0
56202,5.808142489980444,0.00016163473303356374,0,0,0,0,58,0.0,0.0
443,4.795790545596741,0.0001451863746210793,0,0,0,0,128,0.0,0.0
56202,6.910750787961936,0.00015209948575353998,0,0,0,0,58,0.0,0.0
56202,4.330733340286331,0.00012158608345437148,0,0,0,0,58,0.0,0.0
443,7.00033446027523,0.00014876212772534336,0,0,0,0,128,0.0,0.0
443,6.551080335043404,0.0002672315176500063,0,0,0,0,128,0.0,0.0
443,6.56244409369372,0.00014161060873075923,0,0,0,0,128,0.0,0.0
443,6.5638555265321274,0.00013541258423185564,0,0,0,0,128,0.0,0.0
